Year,Country,Sector,Expenditure(million USD),GDP(%)
2000,Romania,Environment protection,83.1,0.22307
2000,Romania,Housing and community amenities,649.14,1.74248
2000,Romania,Health,1559.788,4.18693
2000,Romania,Education,1165.707,3.1291
2000,Romania,Social protection,3874.756,10.40099
2000,Romania,General public services,2947.848,7.91289
2000,Romania,Defence,805.713,2.16277
2000,Romania,Public order and safety,838.557,2.25093
2000,Romania,"Recreation, culture and religion",272.84,0.73238
2000,Russian Federation,Total function,91127.122,34.8389
2000,Russian Federation,"Agriculture, forestry, fishing and hunting",1982.888,0.75808
2000,Russian Federation,"Mining, manufacturing and construction",3394.413,1.29772
2000,Russian Federation,Transport,6286.464,2.40338
2000,Russian Federation,Communication,44.296,0.01693
2000,Russian Federation,Fuel and energy,1048.84,0.40098
2000,Russian Federation,Environment protection,0,0
2000,Russian Federation,Housing and community amenities,7587.107,2.90063
2000,Russian Federation,Health,5170.327,1.97667
2000,Russian Federation,Education,7622.16,2.91404
2000,Russian Federation,Social protection,20957.962,8.01246
2000,Russian Federation,General public services,23180.21,8.86205
2000,Russian Federation,Defence,7437.867,2.84358
2000,Russian Federation,Public order and safety,4162.903,1.59152
2000,Russian Federation,"Recreation, culture and religion",1638.193,0.6263
2000,Serbia,Total function,,
2000,Serbia,"Agriculture, forestry, fishing and hunting",,
2000,Serbia,"Mining, manufacturing and construction",,
2000,Serbia,Transport,,
2000,Serbia,Communication,,
2000,Serbia,Fuel and energy,,
2000,Serbia,Environment protection,,
2000,Serbia,Housing and community amenities,,
2000,Serbia,Health,,
2000,Serbia,Education,,
2000,Serbia,Social protection,,
2000,Serbia,General public services,,
2000,Serbia,Defence,,
2000,Serbia,Public order and safety,,
2000,Serbia,"Recreation, culture and religion",,
2000,Serbia,"General economic, commercial and labour affairs",,
2000,Serbia,Other industries,,
2000,Serbia,RandD Economic affairs,,
2000,Serbia,Economic affairs n.e.c.,,
2000,Serbia,Others,,
2000,Seychelles,Total function,335.975,44.98568
2000,Seychelles,"Agriculture, forestry, fishing and hunting",19.269,2.58005
2000,Seychelles,"Mining, manufacturing and construction",0.718,0.09608
2000,Seychelles,Transport,9.013,1.20684
2000,Seychelles,Fuel and energy,0,0
2000,Seychelles,Housing and community amenities,1.995,0.26714
2000,Seychelles,Health,23.242,3.112
2000,Seychelles,Education,24.467,3.27603
2000,Seychelles,Social protection,47.411,6.34819
2000,Seychelles,General public services,99.146,13.27519
2000,Seychelles,Defence,10.938,1.46461
2000,Seychelles,Public order and safety,13.879,1.85829
2000,Seychelles,"Recreation, culture and religion",7.246,0.97016
2000,Singapore,Total function,17471.949,18.18545
2000,Singapore,"Agriculture, forestry, fishing and hunting",117.752,0.12256
2000,Singapore,"Mining, manufacturing and construction",2.9,0.00302
2000,Singapore,Transport,2136.356,2.2236
2000,Singapore,Fuel and energy,0,0
2000,Singapore,Environment protection,0,0
2000,Singapore,Housing and community amenities,1875.33,1.95191
2000,Singapore,Health,895.031,0.93158
2000,Singapore,Education,3673.512,3.82353
2000,Singapore,Social protection,620.083,0.64541
2000,Singapore,General public services,1445.506,1.50454
2000,Singapore,Defence,4467.032,4.64945
2000,Singapore,Public order and safety,978.559,1.01852
2000,Singapore,"Recreation, culture and religion",11.021,0.01147
2000,Slovakia,Total function,15432.023,74.48101
2000,Slovakia,Environment protection,413.926,1.99777
2000,Slovakia,Housing and community amenities,294.448,1.42112
2000,Slovakia,Health,1628.135,7.85802
2000,Slovakia,Education,1095.792,5.28873
2000,Slovakia,Social protection,4159.461,20.0752
2000,Slovakia,General public services,3261.22,15.73993
2000,Slovakia,Defence,398.807,1.9248
2000,Slovakia,Public order and safety,1076.517,5.19569
2000,Slovakia,"Recreation, culture and religion",330.736,1.59626
2000,Slovenia,Total function,8277.009,40.7911
2000,Slovenia,"Agriculture, forestry, fishing and hunting",169.732,0.83648
2000,Slovenia,"Mining, manufacturing and construction",28.383,0.13988
2000,Slovenia,Transport,507.525,2.50121
2000,Slovenia,Communication,6.881,0.03391
2000,Slovenia,Fuel and energy,5.034,0.02481
2000,Slovenia,Environment protection,109.106,0.5377
2000,Slovenia,Housing and community amenities,111.489,0.54945
2000,Slovenia,Health,1153.795,5.68618
2000,Slovenia,Education,1067.502,5.26091
2000,Slovenia,Social protection,3106.488,15.30952
2000,Slovenia,General public services,1046.194,5.1559
2000,Slovenia,Defence,195.418,0.96307
2000,Slovenia,Public order and safety,314.167,1.54829
2000,Slovenia,"Recreation, culture and religion",224.05,1.10417
2000,Slovenia,"General economic, commercial and labour affairs",138.782,0.68395
2000,Slovenia,Other industries,24.254,0.11953
2000,Slovenia,RandD Economic affairs,64.071,0.31576
2000,Slovenia,Economic affairs n.e.c.,4.156,0.02048
2000,South Africa,Total function,46108.489,30.38396
2000,South Africa,"Agriculture, forestry, fishing and hunting",608.661,0.40109
2000,South Africa,"Mining, manufacturing and construction",186.604,0.12297
2000,South Africa,Transport,2306.253,1.51974
2000,South Africa,Fuel and energy,78.676,0.05185
2000,South Africa,Environment protection,828.407,0.54589
2000,South Africa,Housing and community amenities,1139.077,0.75061
2000,South Africa,Health,4295.928,2.83087
2000,South Africa,Education,8485.945,5.59195
2000,South Africa,Social protection,4849.399,3.19559
2000,South Africa,General public services,15405.424,10.15166
2000,South Africa,Defence,2144.433,1.41311
2000,South Africa,Public order and safety,4070.274,2.68217
2000,South Africa,"Recreation, culture and religion",650.016,0.42834
2000,Spain,Total function,234000.01,39.20405
2000,Spain,"Agriculture, forestry, fishing and hunting",3659.353,0.61308
2000,Spain,"Mining, manufacturing and construction",2218.517,0.37169
2000,Spain,Transport,12212.929,2.04614
2000,Spain,Communication,432.251,0.07242
2000,Spain,Fuel and energy,685.321,0.11482
2000,Spain,Environment protection,4347.444,0.72836
2000,Spain,Housing and community amenities,6978.816,1.16922
2000,Spain,Health,30789.548,5.15844
2000,Spain,Education,24373.212,4.08346
2000,Spain,Social protection,75964.361,12.72697
2000,Spain,General public services,37111.676,6.21764
2000,Spain,Defence,6597.364,1.10531
2000,Spain,Public order and safety,10156.044,1.70153
2000,Spain,"Recreation, culture and religion",7994.79,1.33944
2000,Spain,"General economic, commercial and labour affairs",6605.677,1.10671
2000,Spain,Other industries,1918.343,0.3214
2000,Spain,RandD Economic affairs,1709.607,0.28643
2000,Spain,Economic affairs n.e.c.,244.757,0.04101
2000,Sri Lanka,Total function,4182.164,21.85975
2000,Sri Lanka,Environment protection,0,0
2000,Sri Lanka,Housing and community amenities,76.683,0.40082
2000,Sri Lanka,Health,268.761,1.40479
2000,Sri Lanka,Education,401.649,2.09938
2000,Sri Lanka,Social protection,468.813,2.45044
2000,Sri Lanka,General public services,1180.337,6.16951
2000,Sri Lanka,Defence,739.107,3.86324
2000,Sri Lanka,Public order and safety,179.975,0.94071
2000,Sri Lanka,"Recreation, culture and religion",0,0
2000,Sweden,Total function,139436.908,53.05128
2000,Sweden,Environment protection,1104.096,0.42007
2000,Sweden,Housing and community amenities,1856.641,0.70639
2000,Sweden,Health,15261.981,5.8067
2000,Sweden,Education,16822.189,6.4003
2000,Sweden,Social protection,57304.192,21.80241
2000,Sweden,General public services,25530.099,9.71339
2000,Sweden,Defence,5648.616,2.14912
2000,Sweden,Public order and safety,3242.546,1.23369
2000,Sweden,"Recreation, culture and religion",3426.89,1.30382
2000,"Switzerland, Liechtenstein",Total function,92973.223,32.90141
2000,"Switzerland, Liechtenstein","Agriculture, forestry, fishing and hunting",2929.486,1.03669
2000,"Switzerland, Liechtenstein","Mining, manufacturing and construction",0,0
2000,"Switzerland, Liechtenstein",Transport,6978.49,2.46955
2000,"Switzerland, Liechtenstein",Communication,43.61,0.01543
2000,"Switzerland, Liechtenstein",Fuel and energy,184.203,0.06519
2000,"Switzerland, Liechtenstein",Environment protection,2013.711,0.71261
2000,"Switzerland, Liechtenstein",Housing and community amenities,476.652,0.16868
2000,"Switzerland, Liechtenstein",Health,4055.417,1.43513
2000,"Switzerland, Liechtenstein",Education,13994.769,4.95248
2000,"Switzerland, Liechtenstein",Social protection,37872.833,13.40246
2000,"Switzerland, Liechtenstein",General public services,13768.11,4.87227
2000,"Switzerland, Liechtenstein",Defence,3191.748,1.1295
2000,"Switzerland, Liechtenstein",Public order and safety,3957.699,1.40055
2000,"Switzerland, Liechtenstein","Recreation, culture and religion",2837.76,1.00423
2000,"Switzerland, Liechtenstein","General economic, commercial and labour affairs",143.051,0.05062
2000,"Switzerland, Liechtenstein",Other industries,323.227,0.11438
2000,"Switzerland, Liechtenstein",RandD Economic affairs,189.485,0.06705
2000,"Switzerland, Liechtenstein",Economic affairs n.e.c.,12.967,0.00459
2000,Thailand,Total function,23515.373,18.60508
2000,Timor-Leste,Total function,,
2000,Timor-Leste,"Agriculture, forestry, fishing and hunting",,
2000,Timor-Leste,"Mining, manufacturing and construction",,
2000,Timor-Leste,Transport,,
2000,Timor-Leste,Communication,,
2000,Timor-Leste,Fuel and energy,,
2000,Timor-Leste,Environment protection,,
2000,Timor-Leste,Housing and community amenities,,
2000,Timor-Leste,Health,,
2000,Timor-Leste,Education,,
2000,Timor-Leste,Social protection,,
2000,Timor-Leste,General public services,,
2000,Timor-Leste,Defence,,
2000,Timor-Leste,Public order and safety,,
2000,Timor-Leste,"Recreation, culture and religion",,
2000,Timor-Leste,"General economic, commercial and labour affairs",,
2000,Timor-Leste,Other industries,,
2000,Timor-Leste,RandD Economic affairs,,
2000,Timor-Leste,Economic affairs n.e.c.,,
2000,Timor-Leste,Others,,
2000,United Kingdom,Total function,586783.035,35.22004
2000,United Kingdom,"Agriculture, forestry, fishing and hunting",3841.552,0.23058
2000,United Kingdom,"Mining, manufacturing and construction",614.285,0.03687
2000,United Kingdom,Transport,10061.567,0.60392
2000,United Kingdom,Communication,488.705,0.02933
2000,United Kingdom,Fuel and energy,506.861,0.03042
2000,United Kingdom,Environment protection,9709.034,0.58276
2000,United Kingdom,Housing and community amenities,8677.156,0.52082
2000,United Kingdom,Health,82421.635,4.94713
2000,United Kingdom,Education,77602.674,4.65789
2000,United Kingdom,Social protection,219537.344,13.17713
2000,United Kingdom,General public services,75905.068,4.55599
2000,United Kingdom,Defence,35950.812,2.15785
2000,United Kingdom,Public order and safety,32151.625,1.92981
2000,United Kingdom,"Recreation, culture and religion",18539.005,1.11275
2000,United Kingdom,"General economic, commercial and labour affairs",6427.299,0.38578
2000,United Kingdom,Other industries,207.283,0.01244
2000,United Kingdom,RandD Economic affairs,2808.161,0.16855
2000,United Kingdom,Economic affairs n.e.c.,1332.969,0.08001
2000,United States of America,Total function,3515795.07,34.08918
2000,United States of America,Environment protection,0,0
2000,United States of America,Housing and community amenities,54200.97,0.52553
2000,United States of America,Health,621853.1,6.02949
2000,United States of America,Education,619307.53,6.00481
2000,United States of America,Social protection,662856.37,6.42706
2000,United States of America,General public services,640251.83,6.20789
2000,United States of America,Defence,304718.41,2.95455
2000,United States of America,Public order and safety,208038.84,2.01715
2000,United States of America,"Recreation, culture and religion",31398.61,0.30444
2001,Australia,Total function,145149.39,37.11976
2001,Australia,"Agriculture, forestry, fishing and hunting",2023.851,0.51757
2001,Australia,"Mining, manufacturing and construction",1507.673,0.38556
2001,Australia,Transport,10073.224,2.57607
2001,Australia,Communication,289.122,0.07394
2001,Australia,Fuel and energy,2169.188,0.55474
2001,Australia,Environment protection,2067.814,0.52881
2001,Australia,Housing and community amenities,2542.615,0.65024
2001,Australia,Health,23604.012,6.03637
2001,Australia,Education,22339.428,5.71297
2001,Australia,Social protection,40553.572,10.37096
2001,Australia,General public services,17269.715,4.41647
2001,Australia,Defence,7756.114,1.98351
2001,Australia,Public order and safety,6707.207,1.71527
2001,Australia,"Recreation, culture and religion",3666,0.93752
2001,Australia,"General economic, commercial and labour affairs",1012.184,0.25885
2001,Australia,Other industries,341.36,0.0873
2001,Australia,RandD Economic affairs,31.55,0.00807
2001,Australia,Economic affairs n.e.c.,1194.76,0.30554
2001,Austria,Total function,101432.032,51.40064
2001,Austria,"Agriculture, forestry, fishing and hunting",1163.611,0.58966
2001,Austria,"Mining, manufacturing and construction",55.18,0.02796
2001,Austria,Transport,5144.138,2.60679
2001,Austria,Communication,101.797,0.05159
2001,Austria,Fuel and energy,44.459,0.02253
2001,Austria,Environment protection,960.831,0.4869
2001,Austria,Housing and community amenities,1116.456,0.56576
2001,Austria,Health,13920.304,7.05411
2001,Austria,Education,10233.821,5.18598
2001,Austria,Social protection,40720.737,20.63522
2001,Austria,General public services,16963.85,8.59642
2001,Austria,Defence,1620.454,0.82116
2001,Austria,Public order and safety,2819.854,1.42896
2001,Austria,"Recreation, culture and religion",2748.239,1.39267
2001,Austria,"General economic, commercial and labour affairs",2712.638,1.37463
2001,Austria,Other industries,288.876,0.14639
2001,Austria,RandD Economic affairs,767.581,0.38897
2001,Austria,Economic affairs n.e.c.,49.206,0.02494
2001,Belgium,Total function,116904.014,49.42269
2001,Belgium,"Agriculture, forestry, fishing and hunting",294.393,0.12446
2001,Belgium,"Mining, manufacturing and construction",276.391,0.11685
2001,Belgium,Transport,5164.648,2.18342
2001,Belgium,Communication,244.417,0.10333
2001,Belgium,Fuel and energy,8.061,0.00341
2001,Belgium,Environment protection,1939.665,0.82002
2001,Belgium,Housing and community amenities,960.831,0.4062
2001,Belgium,Health,14909.545,6.3032
2001,Belgium,Education,13437.846,5.68102
2001,Belgium,Social protection,39486.425,16.6934
2001,Belgium,General public services,26041.145,11.00923
2001,Belgium,Defence,2864.492,1.211
2001,Belgium,Public order and safety,3996.926,1.68975
2001,Belgium,"Recreation, culture and religion",2238.536,0.94637
2001,Belgium,"General economic, commercial and labour affairs",3869.478,1.63587
2001,Belgium,Other industries,338.279,0.14301
2001,Belgium,RandD Economic affairs,151.182,0.06391
2001,Belgium,Economic affairs n.e.c.,681.843,0.28826
2001,Bolivia (Plurinational State of),Total function,2580.045,31.68997
2001,Brazil,Total function,217987.754,38.92753
